RecordID,PlayerID,Club,Position,BaseSalary,GuaranteedComp,Year
S5vAzKKq,MqzXVV,MTL,M,"535250.00","561016.00",2025 Sp
WFjJR30g,XOGSml,SD,D,"80622.00","80622.00",2025 Sp
9vdcwDjW,Q2ujLK,SEA,M,"80000.0","80000.0",2014
GyhtU4MQ,Q2ujLK,SEA,M,"160000.0","160000.0",2015
9lE2DsuI,G0q5fh,CHI,M,"90000.00","92500.00",2020
Jhw7g5Vp,G0q5fh,CHI,D-M,"175000.00","198875.00",2021
6xTwYewR,G0q5fh,CHI,D-M,"225000.00","248875.00",2022
Mpf3Qb0a,G0q5fh,CHI,D,"255000.00","286220.00",2023
4lYzP1tN,G0q5fh,CHI,D,"345000.00","376220.00",2024
dXqZC2L1,G0q5fh,CHI,D,"355000.00","386220.00",2025 Sp
OsLUVBhH,dldTOj,CHI,M,"42000.0","48742.42",2011
b10IDNGE,dldTOj,CHI,M,"44100.0","50842.42",2012
CujLXoVh,dldTOj,CHI,M,"46500.0","53242.42",2013
gD77pU4q,dldTOj,CHI,M,"60000.0","66742.42",2014
jLGMbMWT,E7WST1,NSH,F,"250000.00","347500.00",2021
WtQouldP,E7WST1,NSH,F,"275000.00","372500.00",2022
w26AA2Bs,bIVObv,DC,D,"90000.00","102000.00",2019
yxl1UHku,bIVObv,DC,D,"115000.00","117000.00",2020
1aDENhJv,bIVObv,DC,D,"125000.00","127000.00",2021
LxE3FGIk,bIVObv,DC,D,"150000.00","152000.00",2022
2rFpylzL,bIVObv,DC,D,"200000.00","202000.00",2023
14FfKYK5,kF7h6J,ORL,F,"150000.00","183333.33",2018
ZDbtcOmM,H6eQim,CIN,D-M,"67360.00","67360.00",2023
y80fBpoy,H6eQim,CIN,M,"71401.00","71401.00",2024
6pOVMk3O,5ANSnU,SJ,D,"60000.0","122500.0",2014
23CasmVz,Yln0X2,RSL,F,"282000.00","336859.00",2025 Sp
uOBpeT3A,07M6IE,POR,F,"142000.0","150000.0",2013
63ZDiPt3,nabcXs,LA,M,"100000.0","110775.31",2008
5vodEw5a,BcQRsV,NYC,M,"2000004.0","2315694.0",2015
pAQdvTIG,BcQRsV,NYC,M,"5600000.0","5915690.0",2016
YQ64Pmt8,BcQRsV,NYC,M,"5600000.0","5915690.0",2017
KJsBObeL,RkODZ3,MTL,F,"100000.0","148000.0",2013
StLYnyfG,hkF92y,DAL,M,"17700.0","17700.0",2007
8FVhhlUD,hkF92y,DAL,D,"33000.0","33000.0",2008
iHfZsRYG,hkF92y,SJ,D,"50000.0","51250.0",2009
uRUBSutS,8PO81n,DAL,M-F,"51504.0","51504.0",2016
AVAgEJTO,55A1xL,COL,M,"190000.0","210000.0",2015
e2CuiS8E,vF9N7O,SJ,F,"33756.0","33756.0",2012
DyC30kwO,AQvAzc,KC,M,"12900.0","12900.0",2008
6xqhNF01,REpNat,MIA,M-F,"3050000.00","3350000.00",2020
582aO1yT,REpNat,MIA,M-F,"3050000.00","3350000.00",2021
NSCFIezF,REpNat,MIA,M-F,"3050000.00","3350000.00",2022
Mh81jPrh,hWrb77,TOR,F,"42000.0","42000.0",2011
0i94r3QJ,hWrb77,TOR,F,"50000.0","50000.0",2012
Ucm4xeJO,hWrb77,RSL,F,"60000.0","60000.0",2013
mEgyJ0on,hWrb77,RSL,F,"70000.0","70000.0",2014
XonPYmSg,hWrb77,RSL,F,"150000.0","150000.0",2015
9Upbw0EX,hWrb77,RSL,F,"175000.0","175000.0",2016
F6TJBHTq,hWrb77,RSL,F,"350000.04","400000.04",2017
KDyQ686P,hWrb77,RSL,F,"525000.00","683333.33",2018
XgVnJ80R,hWrb77,RSL,M-F,"725004.00","856254.00",2019
adqh8heN,0ZT65B,CHI,M,"30000.0","30000.0",2007
8NhwPaI0,0ZT65B,CLB,M,"12900.0","12900.0",2008
i3VlfVnM,I7OK4Z,ATX,M,"582447.00","642447.00",2021
JZI0UCwx,I7OK4Z,ATX,M,"525000.00","585000.00",2022
lkfeKVrE,dSdGMK,CLB,D,"360000.0","372500.0",2014
qOyPgIdq,dSdGMK,CLB,D,"250000.0","262500.0",2015
yeSgTRiF,LC6aVY,ATL,D,"300000.00","324000.00",2019
iEuorSGI,BHGAhi,NYC,M,"60000.0","63045.09",2015
UkGv7rJp,BHGAhi,NYC,M,"67500.0","70722.42",2016
dg31HaU4,hSqhmD,NE,D,"60000.0","73000.0",2012
Uym2BJMT,hSqhmD,NE,D,"65000.0","78000.0",2013
fvFVCXVB,3ylfN4,LA,D,"687276.00","777276.00",2019
lzxwKK00,LiYTrZ,RBNY,D,"54500.04","57105.51",2018
wr6JMOi1,yInZlI,POR,F,"62500.0","68750.0",2016
9cE6tJ3x,iqrS5h,POR,F,"150000.00","150000.00",2018
HM2l4yv8,iqrS5h,POR,M-F,"150000.00","150000.00",2019
cRl1LMA5,iqrS5h,POR,M,"150000.00","150000.00",2020
JmhVHmC8,iqrS5h,POR,M,"500000.00","500000.00",2021
K4PWsnMP,cQ8Kia,CHI,D,"60000.0","75000.0",2015
QV43vx5v,cQ8Kia,CHI,D-M,"84000.0","99000.0",2016
xuSzsYtg,cQ8Kia,CHI,M,"99900.0","114900.0",2017
8c8YO4JP,cQ8Kia,CHI,M,"109890.00","124890.00",2018
wueVV7sn,cQ8Kia,NE,D-M,"275000.00","303438.00",2020
AY8TPCxE,cQ8Kia,NE,D-M,"300000.00","328438.00",2021
IOLR8LQD,cQ8Kia,NE,D-M,"325000.00","353437.00",2022
8V2o7dI9,cQ8Kia,NE,D-M,"500000.00","541667.00",2023
E0fVE5na,cQ8Kia,NE,M,"550000.00","591667.00",2024
QEycBLpg,cQ8Kia,NE,M,"625000.00","683333.00",2025 Sp
DcNFJHLV,opjIuU,STL,M,"65500.00","65500.00",2022
2KwNDSBk,opjIuU,STL,M,"68775.00","68775.00",2023
MrEvv8GT,opjIuU,STL,F,"164095.00","198989.00",2024
8S8JKqBb,opjIuU,STL,F,"218250.00","253144.00",2025 Sp
GiJQXahX,s04Kjl,DAL,M,"70000.0","75000.0",2017
0lChXeKP,s04Kjl,DAL,M,"85000.00","90000.00",2018
mjifYMk6,s04Kjl,DAL,M,"99999.96","104999.96",2019
bRzmggyn,s04Kjl,DAL,M,"500000.00","500000.00",2020
ZDkvFgZ0,s04Kjl,DAL,M,"600000.00","600000.00",2021
HvnwNXHA,s04Kjl,DAL,M,"700000.00","700000.00",2022
mb3TQoFm,s04Kjl,DAL,M-F,"800000.00","908000.00",2023
znWy0iEh,s04Kjl,DAL,M,"950000.00","1058000.00",2024
dnB57Viy,s04Kjl,DAL,M,"1050000.00","1158000.00",2025 Sp
k7m9dSSH,n1Eaka,HOU,F,"2560000.00","2822200.00",2024
be8sdb7J,n1Eaka,HOU,F,"2590000.00","2852200.00",2025 Sp
b0cRLIuu,bfIVCc,DAL,M,"71401.00","71401.00",2024
PY9YKhXR,bfIVCc,DAL,M,"80622.00","80622.00",2025 Sp
gvCtuPkN,n9jiwH,CHI,F,"72000.0","81000.0",2014
r80KhZ81,MvE2Jg,DC,M-F,"36000.0","66000.0",2009
DUAAGY51,MvE2Jg,DC,M-F,"100000.0","100000.0",2010
Xy6x1Ips,MvE2Jg,DC,M-F,"125000.0","136250.0",2011
fQBk07UT,MvE2Jg,DC,M-F,"155000.0","166250.0",2012
YC5JrvD6,MvE2Jg,DC,M-F,"330000.0","361000.0",2013
nqtPcsV5,MvE2Jg,DC,M-F,"350000.0","381000.0",2014
Mv3cgqdm,MvE2Jg,DC,M-F,"365000.0","396000.0",2015
VEGfUMZZ,MvE2Jg,PHI,M-F,"380000.0","411000.0",2016
cDUvhxdw,MvE2Jg,PHI,M-F,"400000.0","431000.0",2017
ECMVVRtW,MvE2Jg,LA,F-M,"174999.96","174999.96",2018
KXV4NYem,MvE2Jg,LA,M-F,"189999.96","189999.96",2019
IRhqnRQd,kQy2j5,RSL,D,"265000.0","265000.0",2007
5IPiUfxK,eRd4Kz,KC,F,"44825.0","57325.0",2007
hdCKhZrZ,eRd4Kz,KC,F,"54807.5","67307.5",2008
Fk2Fn0an,eRd4Kz,POR,M,"80000.0","80000.0",2011
3PdynzHX,2PHWts,CHI,M,"80622.00","88747.00",2025 Sp
mALA7Evm,2eqWUb,PHI,,"63547.00","71615.00",2021
q6aRTT2H,2eqWUb,PHI,D,"85444.00","99169.00",2022
EeqvPoGs,k6nyVc,MTL,F,"50000.0","50000.0",2015
maPB7odz,k6nyVc,MTL,F,"62500.0","69750.0",2016
24cJngLW,k6nyVc,KC,F,"65000.0","117500.0",2017
S18VpNJ7,SRzBAp,DC,M,"46500.0","54992.45",2013
VAYhaI0C,SRzBAp,DC,M,"52313.0","60955.71",2014
prWzSkFo,cRKhQT,RSL,M,"70250.04","70250.04",2019
NBB7Eemn,cRKhQT,RSL,M,"81375.00","81375.00",2020
8AvgrFmF,cRKhQT,RSL,M,"85444.00","85444.00",2021
p6IgkyZ2,rXXpvO,RSL,D,"63547.00","67609.00",2021
2t5ZrLlK,CsZsiq,POR,D,"35400.0","35400.0",2013
AacbMjE5,CsZsiq,POR,D,"48828.0","48828.0",2014
4IiIViyV,CsZsiq,POR,D,"60000.0","68700.0",2015
WdMuwLFt,CsZsiq,POR,D,"95000.0","103700.0",2016
JVKNufkk,CsZsiq,POR,D,"115000.0","123700.0",2017
Iq8sK1rG,CsZsiq,POR,D,"225000.00","241625.00",2018
LZQazypN,CsZsiq,CIN,D,"234999.96","251624.96",2019
kGEZ1hA7,CsZsiq,MIA,D,"265000.00","281625.00",2020
URqSDdP2,CsZsiq,PHI,D,"81375.00","88875.00",2021
X2b9chIt,CsZsiq,CIN,D,"150000.00","167000.00",2022
xJkaw4kX,CsZsiq,CIN,D,"190000.00","207000.00",2023
sPs94UvZ,CsZsiq,CIN,D,"250000.00","294500.00",2024
Rq8Y99co,CsZsiq,CIN,D,"275000.00","319500.00",2025 Sp
YveCqXAT,p0l481,COL,M,"46500.0","79000.0",2013
b6Oa7ZVW,p0l481,COL,M,"95150.0","127650.0",2014
lsZOHo22,p0l481,COL,M,"245000.0","275000.0",2015
DYusa4N1,p0l481,COL,M,"270000.0","300000.0",2016
dlIWPeBa,p0l481,COL,M,"295000.0","325000.0",2017
2n46cgLv,p0l481,ORL,M,"180000.00","180000.00",2018
neuFoNS4,p0l481,ORL,M,"200000.04","200000.04",2019
R9UcZSfw,nB8o69,TOR,D,"90000.0","95000.0",2007
X7pIcH20,e02eOR,TOR,M-F,"3800000.04","3800000.04",2019
1omz0IzN,e02eOR,TOR,M,"3800000.00","4693000.00",2020
ULUkw81t,e02eOR,TOR,M,"3800000.00","4693000.00",2021
xvz0VAZO,e02eOR,MIA,M,"3800000.00","4693000.00",2022
3ZtmzMoM,pShgQJ,COL,M,"399999.96","407499.96",2018
WpGHlm5u,pShgQJ,COL,M,"429999.96","437499.96",2019
Egj1IFi5,pShgQJ,COL,M,"500000.00","555625.00",2020
0dzoMnlY,pShgQJ,COL,M,"600000.00","655625.00",2021
eQYfhJ0s,pShgQJ,COL,M,"662500.00","725000.00",2022
4cbsdUeG,pShgQJ,COL,M,"762500.00","825000.00",2023
p4inyfAQ,AXJPQn,COL,D,"76403.0","76403.0",2007
LhRp9wYO,AXJPQn,CHI,D,"72000.0","72000.0",2008
vHKX3oMh,AXJPQn,CHI,D,"75600.0","75600.0",2009
RDN8hLJZ,Bk2CoZ,CLB,M,"32600.0","32600.0",2011
ZDf5xEzu,cVJt6e,TOR,M,"63547.00","67298.00",2020
bqJDnkSy,cVJt6e,TOR,M,"66724.00","70476.00",2021
ZtIK6rxU,cVJt6e,COL,M,"85444.00","89195.00",2022
A6U7sdIX,cVJt6e,COL,D-M,"89716.00","89716.00",2023
XnW3fXs4,cVJt6e,VAN,M,"125000.00","125000.00",2024
5E6yO2E1,cVJt6e,VAN,M,"104000.00","118167.00",2025 Sp
8ITVfHlY,jGACcL,CLT,D,"67360.00","67360.00",2023
Ln5YApun,jGACcL,CLT,D,"71401.00","71401.00",2024
Wt9iUH8Z,jGACcL,CLT,D,"220000.00","251400.00",2025 Sp
RyXXPUxB,ITHlTr,PHI,F,"67500.00","67500.00",2018
w81pujFh,ITHlTr,PHI,F,"240000.00","277000.00",2019
kblKNZhA,ITHlTr,PHI,F,"775000.00","856875.00",2020
0kaxjRH4,ITHlTr,PHI,F,"825000.00","916250.00",2021
D8vlZQCq,ITHlTr,CHI,F,"1100004.00","1212504.00",2022
8Z4WHVCX,ITHlTr,CHI,F,"1100004.00","1212504.00",2023
jZifg5Aa,cRM5Zv,LA,M,"1612500.00","1695000.00",2022
Cq1C4xfw,cRM5Zv,LA,M,"1650000.00","1732500.00",2023
E2il2Fi3,cRM5Zv,LA,M,"4000000.00","4642188.00",2024
Cs3tyTPj,cRM5Zv,LA,M,"5125000.00","5779688.00",2025 Sp
PFOSimtx,jKpBb7,MNUFC,F,"3200000.00","3550000.00",2023
aitRYHTd,jKpBb7,MNUFC,F,"3200000.00","3550000.00",2024
02psSTm9,ihz1hE,KC,F,"2200000.00","2200000.00",2020
UlMPs1pZ,ihz1hE,KC,F,"2200000.00","2200000.00",2021
zLyXySXC,ihz1hE,KC,F,"2200000.00","2200000.00",2022
E7K06iid,ihz1hE,KC,F,"2200000.00","2200000.00",2023
wjfCD5gl,ihz1hE,KC,F,"3600000.00","3866667.00",2024
sSJUrY6B,6kDnxW,ATX,GK,"63547.00","63547.00",2021
cfxtlWRU,6kDnxW,ATX,GK,"66724.00","66724.00",2022
X1iAIibO,MNvoir,KC,GK,"63547.00","66047.00",2020
WMgtFHTS,MNvoir,KC,GK,"67360.00","69860.00",2021
xEPTjQbi,MNvoir,KC,GK,"89716.00","92216.00",2022
QuEALpaC,MNvoir,KC,GK,"150000.00","173500.00",2023
52X0DVxd,MNvoir,KC,GK,"200000.00","223500.00",2024
pt92GLEH,MNvoir,KC,GK,"250000.00","273500.00",2025 Sp
35Fl6UlR,uUgFmC,KC,D,"500000.00","500000.00",2020
P42l6HT3,uUgFmC,KC,D,"575000.00","575000.00",2021
LrgjNwC5,gKxUeh,CHI,F,"100000.0","100000.0",2012
sXVktkeY,gKxUeh,CHI,F,"125000.0","125000.0",2013
K8YjXkoo,DtFzzS,ATL,D,"400000.00","483500.00",2022
TIafdMPg,DtFzzS,ATL,D,"400000.00","483500.00",2023
ZcK2wuxq,njirRv,NE,F,"33756.0","33756.0",2012
iC6tJaYU,r5B3RA,DAL,D,"40000.0","40000.0",2009
cxbAw4oE,r5B3RA,POR,D,"42000.0","42000.0",2011
VzvVxZkt,r5B3RA,POR,D,"44000.0","44000.0",2012
tnKmaVgL,r5B3RA,CHV,D,"80004.0","80004.0",2013
nX8uoLeU,1EDrUL,RSL,GK,"67500.00","67500.00",2018
BHj8DtwF,1EDrUL,RSL,GK,"70875.00","70875.00",2019
uI5qEBkS,1EDrUL,RSL,GK,"81375.00","81375.00",2020
VvATqRTJ,1EDrUL,RSL,GK,"140000.00","153458.00",2021
cLuDo0aH,1EDrUL,RSL,GK,"155000.00","168458.00",2022
TawWfJs8,kIOckp,NSH,F,"650000.00","650000.00",2025 Sp
B9eFKlj3,6OtGz6,SJ,M,"1325004.00","1454042.36",2018
DhvEb3s5,6OtGz6,SJ,M-F,"1475004.00","1604042.36",2019
v1uaxx02,6OtGz6,SJ,F,"1625004.00","1754042.00",2020
Ez6bc5IF,PgYjIH,RBNY,F,"100000.0","105312.5",2007
JbDdxoDr,PgYjIH,DC,M,"35000.0","35000.0",2008
bWYNrKnU,PgYjIH,DC,M-F,"70000.0","72500.0",2009
4ls2UaRt,PgYjIH,DC,M-F,"105000.0","107500.0",2010
rdeKMu3r,PgYjIH,DC,M-F,"115000.0","117500.0",2011
4VMXyRjo,U3nvi1,LAFC,D-M,"63547.00","63547.00",2021
wRVuhsko,UV8ftx,DAL,M,"786000.00","840627.00",2021
MBkM9e6n,UV8ftx,DAL,M,"786000.00","840627.00",2022
j3feU2fZ,UV8ftx,DAL,D-M,"836000.00","890627.00",2023
YoMMcnTE,CkBqtZ,DC,GK,"40008.0","40008.0",2010
i4P24KQd,y18eKu,HOU,F,"150996.00","171890.00",2022
k7e4Ffrp,y18eKu,HOU,M,"216996.00","237890.00",2023
bIAc5mjO,y18eKu,HOU,F,"231996.00","252890.00",2024
9Sx5uNTo,y18eKu,HOU,F,"252000.00","272894.00",2025 Sp
BgOatDXX,pzejOd,DAL,D,"180000.00","227833.00",2022
KX5eYLVy,zIHZqp,SJ,D,"300000.00","341250.00",2018
4XkQuHdO,4sKxKx,SJ,M,"169992.0","190717.0",2016
rmCEFa0F,AdBMDF,MNUFC,F,"1650000.00","1650000.00",2018
UdFwGgjU,AdBMDF,MNUFC,M-F,"1750000.08","1750000.08",2019
99AHuIvS,AdBMDF,HOU,F,"1352055.00","1352055.00",2020
yskyJgQT,AdBMDF,HOU,F,"1352055.00","1352055.00",2021
KJfUEPQn,AdBMDF,HOU,F,"600000.00","661250.00",2022
ZkbWSf1V,od6SoR,MIA,D,"63547.00","63547.00",2020
9ZDnyanL,od6SoR,MIA,D,"66724.00","66724.00",2021
yjfijnCg,UXLEGP,KC,M,"50000.04","59525.04",2015
AWmkqn1R,UXLEGP,KC,M,"100000.0","109525.0",2016
DBHhyItB,9LIFvU,CLB,D,"67360.00","67360.00",2023
jzxmbxl2,9LIFvU,RSL,D,"89716.00","89716.00",2024
99QPpxWW,9LIFvU,RSL,D,"125000.00","125000.00",2025 Sp
wA7zzB1x,rOXfo4,HOU,F,"200004.0","212504.0",2017
C1cWtdNx,rOXfo4,HOU,F,"240000.00","252500.00",2018
5zLhmvL6,rOXfo4,HOU,M-F,"506668.08","556501.41",2019
YxxYeeHz,rOXfo4,MTL,F,"510000.00","559833.00",2020
5XRBxuMW,rOXfo4,MTL,F,"800000.00","885000.00",2021
JJCt8Xdu,rOXfo4,MTL,F,"800000.00","885000.00",2022
fOnoRkNr,rOXfo4,MTL,F,"950000.00","1035000.00",2023
TdXseyFA,g3VBt9,SJ,D,"129999.96","167999.96",2018
XRBg79pS,eHvhl3,COL,D,"70250.04","70250.04",2019
zRagAUvQ,TOdeKg,KC,D,"63547.00","63547.00",2021
FRsmamJY,TOdeKg,KC,D,"84000.00","84000.00",2022
f8MHyOD9,eNLErk,KC,D-M,"800000.00","890000.00",2023
eZ96My5i,eNLErk,KC,M,"1440000.00","1530000.00",2024
4BNrYe4j,eNLErk,KC,M,"1300000.00","1390000.00",2025 Sp
XawQkryk,7abcCc,PHI,,"65500.00","74774.00",2022
cTQg7tF9,7abcCc,PHI,M-F,"85444.00","93080.00",2023
reT2zAGP,7abcCc,PHI,M,"100000.00","107636.00",2024
E80jXYN4,7abcCc,PHI,M,"140000.00","161125.00",2025 Sp
5oSl42UU,i6BGJn,SEA,D,"65500.00","65500.00",2022
nzXEBydz,i6BGJn,SEA,D,"85444.00","85444.00",2023
1lmEVffi,i6BGJn,SEA,D,"98261.00","108261.00",2024
if7IFCWa,i6BGJn,SEA,D,"600000.00","610000.00",2025 Sp
p4nSBlyR,1HH6Xx,HOU,M,"65500.00","83563.00",2022
mwtYj6tg,1HH6Xx,HOU,M,"85444.00","103507.00",2023
4UxoNwGZ,1HH6Xx,HOU,M,"100000.00","118063.00",2024
HdACQpxP,1HH6Xx,HOU,M,"125000.00","143063.00",2025 Sp
OllzyTEU,yGRiWT,CLB,D,"125004.0","161670.67",2017
KI7fofr9,yGRiWT,MTL,D,"205004.00","241670.67",2018
SHwo1Mm9,yGRiWT,MTL,D,"250000.08","290500.08",2019
MgDw27dA,yGRiWT,MTL,D,"260000.00","300500.00",2020
76YNUwW1,yGRiWT,MNUFC,D,"285000.00","306350.00",2021
ZDuV5GCU,6igAzm,NE,M,"150000.0","150000.0",2007
fEoeu4iq,6igAzm,NE,M,"150000.0","150000.0",2008
F9KhJd45,6igAzm,NE,F-M,"150000.0","150000.0",2009
YNTNQtOv,WyoDZP,DAL,F,"80622.00","80622.00",2025 Sp
5F3UVeKX,nfLoGS,MNUFC,M,"350004.0","392504.4",2017
uSyYe3im,nfLoGS,LAFC,F,"575000.04","641250.04",2018
fsA3rxZ6,nfLoGS,HOU,F,"600000.00","666250.00",2019
fopn02jN,nfLoGS,HOU,F,"700000.00","766250.00",2020
hyUwV61b,nfLoGS,CLB,F,"400000.00","445833.00",2023
xLIXFVyA,nfLoGS,CLB,F,"450000.00","495833.00",2024
LsFvaC3h,nfLoGS,LA,F,"525000.00","570833.00",2025 Sp
b5IRKeUQ,uYbvMv,COL,M,"75000.0","75000.0",2015
0vKfZLoP,uYbvMv,COL,M,"85000.0","85000.0",2016
7hrUbBMf,uYbvMv,COL,M,"100000.0","100000.0",2017
PQrlEgNh,jp2OwT,RSL,M,"330000.00","371250.00",2020
UawKwXOq,jp2OwT,RSL,M,"360000.00","401250.00",2021
u1tRQuxS,At1aBb,ORL,D,"50000.0","50000.0",2015
sSssZ2N3,At1aBb,ORL,D,"96000.0","96000.0",2016
ah96NnwL,At1aBb,ORL,D,"100800.0","100800.0",2017
wKcmVZ7r,icHVLP,CHI,D,"80000.0","84000.0",2016
kscyiWGC,iXvxrl,LA,M,"80622.00","80622.00",2025 Sp
92pOnNPk,Hlij7t,NYC,GK,"71401.00","71401.00",2024
xY0TZTht,Hlij7t,NYC,GK,"80622.00","80622.00",2025 Sp
iaOe4bio,O1t66b,LA,D,"17700.0","17700.0",2007
ZqrVGXj3,O1t66b,LA,D,"33000.0","33000.0",2008
ECDQzpT8,emf0bR,ORL,GK,"70250.04","70250.04",2019
9R3kPEQO,emf0bR,MNUFC,GK,"81375.00","87684.00",2020
x1LOYJTy,emf0bR,PHI,GK,"81375.00","81375.00",2021
giMjG3Et,emf0bR,TOR,GK,"84000.00","89167.00",2022
MPYMEQUC,emf0bR,TOR,GK,"95000.00","100167.00",2023
LUsBD9kW,emf0bR,TOR,GK,"94202.00","94202.00",2024
cIh4AYps,emf0bR,NYC,GK,"104000.00","104000.00",2025 Sp
ipfVZEc2,AgT3fx,VAN,M,"81375.00","95375.00",2020
KgpfLhuO,AgT3fx,VAN,M,"90000.00","104000.00",2021
ahogtkTR,AgT3fx,VAN,M,"100000.00","114000.00",2022
Cc5wHVeB,AgT3fx,VAN,M,"120000.00","137000.00",2023
cmNUZraQ,AgT3fx,VAN,M,"150000.00","155000.00",2024
7V6RMhD9,QOHd9e,POR,D,"65500.00","65500.00",2022
gWplv9UK,QOHd9e,POR,D,"85444.00","85444.00",2023
KuneOqwm,QKvThU,LA,M,"780000.00","855025.00",2021
hpI7eyPX,hmu5PA,NYC,GK,"62508.0","62508.0",2016
kUFfjR6e,hmu5PA,NYC,GK,"65633.4","65633.4",2017
Z3uyislo,hmu5PA,NYC,GK,"68915.07","68915.07",2018
8knt31ce,hmu5PA,COL,GK,"72360.84","72360.84",2019
T3MpKK33,hmu5PA,COL,GK,"81375.00","87375.00",2020
kLTtS5kc,hmu5PA,COL,GK,"85000.00","91000.00",2021
kjkgDGPx,M0wNL5,KC,D-M,"30000.0","30000.0",2007
T3G8QShv,5elcTS,CHV,F,"245000.0","248750.0",2007
XnPBFk8O,5elcTS,CHV,F,"255000.0","258750.0",2008
KqnWjA5c,5elcTS,CHV,F,"140000.0","147750.0",2009
XTuIhEPg,CkHzS4,MTL,,"63547.00","71730.00",2021
6dEg4aiw,CkHzS4,MTL,,"66724.00","74809.00",2022
dPkMLEtj,CkHzS4,MTL,M-F,"85444.00","92340.00",2023
UYBLRJgk,eqMmWX,PHI,D,"54500.04","54500.04",2018
1NFX6g9x,eqMmWX,PHI,D,"57225.00","57225.00",2019
cLS9iXsF,eqMmWX,PHI,D,"81375.00","81375.00",2020
v17EAIMQ,eqMmWX,PHI,D,"90000.00","90000.00",2021
qlqL2bmf,eqMmWX,PHI,D,"105000.00","105000.00",2022
kgo7mhfY,eqMmWX,PHI,D,"140000.00","149833.00",2023
88UrImVa,eqMmWX,PHI,D,"155000.00","171500.00",2024
5iIYapLp,Iax3zA,RBNY,D,"40000.0","40000.0",2010
6fQbDqpb,Iax3zA,RBNY,D,"55125.0","62625.0",2011
IKZrAWPU,Iax3zA,CLT,D,"500000.00","577750.00",2024
vnEqjHV9,Iax3zA,CLT,D,"1000000.00","1127750.00",2025 Sp
6uK1Twbh,SPzBHi,DAL,D,"67500.00","67500.00",2018
n2oWX7fQ,6JIoze,TOR,D,"100000.0","105000.0",2007
N0lNEH51,uBGOWr,ORL,D,"36500.0","44000.0",2014
w77VlEW1,uBGOWr,ORL,D,"85000.0","92500.0",2015
Yj9DxZsL,uBGOWr,ORL,D,"95000.0","102500.0",2016
hJhqEqMd,uBGOWr,ORL,D,"110000.0","117500.0",2017
nHexYRCw,uBGOWr,RBNY,D,"125000.00","147500.00",2018
GxeSTALh,uSmefP,ATX,F,"385000.00","385000.00",2021
mFeRkSUG,uSmefP,ATX,F,"412500.00","412500.00",2022
gUJ5achZ,uSmefP,ATX,M,"440000.00","440000.00",2023
blUeFf6i,zvMGbh,MIA,M,"150000.00","255000.00",2024
NGuYZrxA,zvMGbh,MIA,M,"732000.00","837000.00",2025 Sp
L1Lxu1fV,sRGXHA,DAL,M,"63547.00","71169.00",2021
HZzeWp2m,sRGXHA,DAL,M,"66724.00","74346.00",2022
igYHqkHR,C1iEXE,CLT,D,"89716.00","101311.00",2024
3e2obG3d,C1iEXE,CLT,D,"104000.00","115595.00",2025 Sp
VRquP4mn,d4eTAd,DAL,F,"70000.08","87500.08",2017
F5fqpflo,d4eTAd,DAL,F,"75000.00","99375.00",2018
JCNXsvXA,4qvvaj,RBNY,D,"67360.00","77179.00",2023
p1oo5ium,4qvvaj,STL,D,"71401.00","71401.00",2024
VE1gFvSH,4qvvaj,STL,D,"104000.00","104000.00",2025 Sp
WZNIhI1w,8bjEas,KC,D,"100000.00","104167.00",2020
tIbl6Ee4,fA89Im,ORL,D,"71401.00","85909.00",2024
zm2axMUf,fA89Im,ORL,D,"104000.00","118508.00",2025 Sp
Da8IEfXT,iMbWNu,ATL,M,"80622.00","80622.00",2025 Sp
Q1DUb2CX,L1zzuk,RSL,M,"12900.0","12900.0",2008
JvBrFHWL,A2dtHr,NE,GK,"150000.0","150000.0",2007
fGa93dNn,A2dtHr,NE,GK,"161250.0","161250.0",2008
8qqAj84h,A2dtHr,NE,GK,"173343.75","173343.75",2009
JjLKGBnv,A2dtHr,NE,GK,"182011.0","182011.0",2010
buj6rBT1,A2dtHr,NE,GK,"187312.0","191112.0",2011
2Z9zMHpL,A2dtHr,NE,GK,"157000.0","159666.67",2012
ifAZKIKg,A2dtHr,NE,GK,"165000.0","167666.67",2013
EnuGeZyB,XtOOW0,ATL,M,"300000.00","300000.00",2018
I3MIqcym,XtOOW0,ATL,D-M,"300000.00","300000.00",2019
6PRw2xvM,XtOOW0,ATL,M,"390000.00","390000.00",2020
BCaXHyud,XtOOW0,SJ,M,"450000.00","450000.00",2021
CTPvqU2b,XtOOW0,SJ,M,"450000.00","450000.00",2022
F3P3ciOd,3NxNRk,SEA,D,"35125.0","35125.0",2013
Sok3KTgG,3NxNRk,SEA,D,"36500.0","36500.0",2014
R2SNlIpI,3NxNRk,SEA,D,"60000.0","60000.0",2015
aoKnpw6v,3NxNRk,SEA,D,"63000.0","63000.0",2016
T3XoE1P5,3NxNRk,HOU,D,"66150.0","66150.0",2017
8zRSRdtn,3NxNRk,HOU,D,"105000.00","106666.67",2018
V05KaFt9,2pxJtP,SJ,D,"96000.0","96000.0",2015
qIuDxWwS,PNA0Ss,POR,M,"33750.0","33750.0",2012
FKVNrQfn,TrD2XH,NE,F,"80000.04","115000.04",2019
oFWaefgl,TrD2XH,NE,F,"90000.00","100000.00",2020
bjpYEbGQ,TrD2XH,NE,F,"100000.00","110000.00",2021
